team1,team2,matches,wins,losses,win_pct
Pakistan,United Arab Emirates,3,3,0,100.0
Pakistan,United States of America,1,0,1,0.0
Pakistan,West Indies,10,8,2,80.0
Pakistan,World-XI,3,2,1,66.7
Pakistan,Zimbabwe,11,8,3,72.7
Pakistan A,Bangladesh A,1,0,1,0.0
Pakistan A,England Lions,7,2,5,28.6
Pakistan A,New Zealand A,2,0,2,0.0
Pakistan A,Oman,2,0,2,0.0
Pakistan A,Sri Lanka A,2,0,2,0.0
Pakistan A,United Arab Emirates,1,0,1,0.0
Paktia Panthers,Balkh Legends,2,1,1,50.0
Paktia Panthers,Kabul Zwanan,2,0,2,0.0
Paktia Panthers,Kandahar Knights,1,1,0,100.0
Paktia Panthers,Nangarhar Leopards,2,2,0,100.0
Pamir Legends,Hindukush Strikers,1,0,1,0.0
Pamir Legends,Mah-e-Par Stars,2,1,1,50.0
Pamir Legends,Maiwand Champions,1,1,0,100.0
Pamir Zalmi,Band-e-Amir Dragons,1,0,1,0.0
Pamir Zalmi,Boost Defenders,1,0,1,0.0
Pamir Zalmi,Hindukush Stars,1,0,1,0.0
Pamir Zalmi,Kabul Eagles,1,0,1,0.0
Pamir Zalmi,Mis Ainak Knights,1,0,1,0.0
Pamir Zalmi,Speen Ghar Tigers,1,0,1,0.0
Panadura Sports Club,Badureliya Sports Club,2,1,1,50.0
Panadura Sports Club,Bloomfield Cricket and Athletic Club,2,0,2,0.0
Panadura Sports Club,Colombo Cricket Club,3,1,2,33.3
Panadura Sports Club,Colts Cricket Club,2,2,0,100.0
Panadura Sports Club,Moors Sports Club,3,0,3,0.0
Panadura Sports Club,Nondescripts Cricket Club,2,1,1,50.0
Panadura Sports Club,Nugegoda Sports Welfare Club,1,1,0,100.0
Panadura Sports Club,Police Sports Club,1,1,0,100.0
Panadura Sports Club,Ragama Cricket Club,1,1,0,100.0
Panadura Sports Club,Saracens Sports Club,2,0,2,0.0
Panadura Sports Club,Sinhalese Sports Club,1,1,0,100.0
Panadura Sports Club,Sri Lanka Army,2,0,2,0.0
Panadura Sports Club,Tamil Union Cricket and Athletic Club,1,0,1,0.0
Panama,Argentina,3,1,2,33.3
Panama,Bahamas,2,1,1,50.0
Panama,Belize,1,0,1,0.0
Panama,Bermuda,3,0,3,0.0
Panama,Cayman Islands,1,0,1,0.0
Panama,Mexico,3,2,1,66.7
Panama,Suriname,1,1,0,100.0
Panama,Turks and Caicos Island,1,1,0,100.0
Panama,United States of America,1,0,1,0.0
Papua New Guinea,Afghanistan,2,0,2,0.0
Papua New Guinea,Bangladesh,1,0,1,0.0
Papua New Guinea,Bermuda,1,1,0,100.0
Papua New Guinea,Hong Kong,2,1,1,50.0
Papua New Guinea,Ireland,4,2,2,50.0
Papua New Guinea,Kenya,1,1,0,100.0
Papua New Guinea,Malaysia,1,1,0,100.0
Papua New Guinea,Namibia,4,2,2,50.0
Papua New Guinea,Nepal,5,2,3,40.0
Papua New Guinea,Netherlands,3,1,2,33.3
Papua New Guinea,New Zealand,1,0,1,0.0
Papua New Guinea,Oman,3,0,3,0.0
Papua New Guinea,Philippines,2,2,0,100.0
Papua New Guinea,Samoa,1,0,1,0.0
Papua New Guinea,Scotland,3,0,3,0.0
Papua New Guinea,Singapore,3,2,1,66.7
Papua New Guinea,Uganda,2,1,1,50.0
Papua New Guinea,United Arab Emirates,3,0,3,0.0
Papua New Guinea,United States of America,1,1,0,100.0
Papua New Guinea,Vanuatu,1,1,0,100.0
Papua New Guinea,West Indies,1,0,1,0.0
Papua New Guinea,Zimbabwe,1,0,1,0.0
Partex Sporting Club,Abahani Limited,1,0,1,0.0
Partex Sporting Club,Brothers Union,1,0,1,0.0
Partex Sporting Club,Gazi Group Cricketers,1,0,1,0.0
Partex Sporting Club,Khelaghar Samaj Kallyan Samity,1,0,1,0.0
Partex Sporting Club,Legends of Rupganj,2,0,2,0.0
Partex Sporting Club,Mohammedan Sporting Club,1,0,1,0.0
Partex Sporting Club,Prime Bank Cricket Club,1,0,1,0.0
Partex Sporting Club,Prime Doleshwar Sporting Club,1,0,1,0.0
Partex Sporting Club,Sheikh Jamal Dhanmondi Club,1,0,1,0.0
Perth Scorchers,Adelaide Strikers,3,1,2,33.3
Perth Scorchers,Brisbane Heat,2,2,0,100.0
Perth Scorchers,Hobart Hurricanes,1,0,1,0.0
Perth Scorchers,Melbourne Renegades,4,2,2,50.0
Perth Scorchers,Melbourne Stars,4,2,2,50.0
Perth Scorchers,Sydney Sixers,2,1,1,50.0
Perth Scorchers,Sydney Thunder,11,3,8,27.3
Peshawar,Abbottabad Falcons,1,0,1,0.0
Peshawar,Faisalabad,1,0,1,0.0
Peshawar,Islamabad,2,2,0,100.0
Peshawar,Karachi Blues,1,0,1,0.0
Peshawar,Karachi Whites,1,0,1,0.0
Peshawar,Lahore Blues,1,1,0,100.0
Peshawar,Lahore Whites,2,0,2,0.0
Peshawar,Rawalpindi,2,1,1,50.0
Peshawar,Sialkot Stallions,1,0,1,0.0
Peshawar Region,Abbottabad Region,1,1,0,100.0
Peshawar Region,Faisalabad Region,1,1,0,100.0
Peshawar Region,Islamabad Region,1,1,0,100.0
Peshawar Region,Karachi Region Blues,1,1,0,100.0
Peshawar Region,Lahore Region Blues,1,0,1,0.0
Peshawar Region,Lahore Region Whites,1,1,0,100.0
Peshawar Region,Sialkot Region,1,1,0,100.0
Peshawar Zalmi,Islamabad United,17,9,8,52.9
Peshawar Zalmi,Karachi Kings,22,15,7,68.2
Peshawar Zalmi,Lahore Qalandars,12,5,7,41.7
Peshawar Zalmi,Multan Sultans,15,6,9,40.0
Peshawar Zalmi,Quetta Gladiators,19,9,10,47.4
Philippines,Bahrain,1,0,1,0.0
Philippines,Canada,1,0,1,0.0
Philippines,Germany,1,0,1,0.0
Philippines,Indonesia,6,4,2,66.7
Philippines,Japan,1,0,1,0.0
Philippines,Nepal,1,0,1,0.0
Philippines,Oman,1,0,1,0.0
Philippines,Papua New Guinea,2,0,2,0.0
Philippines,Singapore,1,1,0,100.0
Philippines,South Korea,4,4,0,100.0
Philippines,Vanuatu,3,1,2,33.3
Police Sports Club,Bloomfield Cricket and Athletic Club,1,0,1,0.0
Police Sports Club,Burgher Recreation Club,1,0,1,0.0
Police Sports Club,Chilaw Marians Cricket Club,1,0,1,0.0
Police Sports Club,Colombo Cricket Club,1,0,1,0.0
Police Sports Club,Kalutara Town Club,2,2,0,100.0
Police Sports Club,Negombo Cricket Club,1,0,1,0.0
Police Sports Club,Nondescripts Cricket Club,3,0,3,0.0
Police Sports Club,Saracens Sports Club,1,0,1,0.0
Police Sports Club,Sinhalese Sports Club,2,1,1,50.0
Police Sports Club,Sri Lanka Army,1,0,1,0.0
Portugal,Austria,1,0,1,0.0
Portugal,Belgium,1,1,0,100.0
Portugal,Denmark,1,0,1,0.0
Portugal,Gibraltar,5,5,0,100.0
Portugal,Hungary,1,1,0,100.0
Portugal,Isle of Man,1,1,0,100.0
Portugal,Israel,1,0,1,0.0
Portugal,Malta,2,2,0,100.0
Portugal,Norway,1,1,0,100.0
Portugal,Romania,1,0,1,0.0
Portugal,Spain,3,0,3,0.0
Pretoria Capitals,Durban's Super Giants,1,1,0,100.0
Pretoria Capitals,Joburg Super Kings,1,0,1,0.0
Pretoria Capitals,MI Cape Town,1,1,0,100.0
Pretoria Capitals,Paarl Royals,4,2,2,50.0
Pretoria Capitals,Sunrisers Eastern Cape,5,3,2,60.0
Prime Bank Cricket Club,Abahani Limited,2,1,1,50.0
Prime Bank Cricket Club,Legends of Rupganj,1,1,0,100.0
Prime Bank Cricket Club,Mohammedan Sporting Club,1,0,1,0.0
Prime Bank Cricket Club,Prime Doleshwar Sporting Club,1,0,1,0.0
Prime Doleshwar Sporting Club,Abahani Limited,2,1,1,50.0
Prime Doleshwar Sporting Club,Gazi Group Cricketers,3,2,1,66.7
Prime Doleshwar Sporting Club,Khelaghar Samaj Kallyan Samity,1,1,0,100.0
Prime Doleshwar Sporting Club,Legends of Rupganj,1,1,0,100.0
Prime Doleshwar Sporting Club,Mohammedan Sporting Club,2,1,1,50.0
Prime Doleshwar Sporting Club,Prime Bank Cricket Club,2,1,1,50.0
Prime Doleshwar Sporting Club,Sheikh Jamal Dhanmondi Club,1,0,1,0.0
Prime Minister's XI,Sri Lanka,1,0,1,0.0
Puducherry,Goa,1,0,1,0.0
Puducherry,Kerala,1,0,1,0.0
Puducherry,Mumbai,1,1,0,100.0
Puducherry,Punjab,1,0,1,0.0
Puducherry,Tamil Nadu,1,0,1,0.0
Punjab,Andhra,2,1,1,50.0
Punjab,Baroda,1,1,0,100.0
Punjab,Haryana,1,1,0,100.0
Punjab,Jharkhand,1,0,1,0.0
Punjab,Karnataka,1,1,0,100.0
Punjab,Railways,1,1,0,100.0
Punjab,Rajasthan,1,1,0,100.0
Punjab Kings,Chennai Super Kings,5,3,2,60.0
Punjab Kings,Delhi Capitals,10,1,9,10.0
Punjab Kings,Gujarat Lions,2,0,2,0.0
Punjab Kings,Gujarat Titans,5,2,3,40.0
Punjab Kings,Kolkata Knight Riders,18,3,15,16.7
Punjab Kings,Lucknow Super Giants,1,1,0,100.0
Punjab Kings,Mumbai Indians,11,3,8,27.3
Punjab Kings,Rajasthan Royals,9,3,6,33.3
Punjab Kings,Rising Pune Supergiant,2,0,2,0.0
Punjab Kings,Royal Challengers Bangalore,6,1,5,16.7
Punjab Kings,Royal Challengers Bengaluru,3,0,3,0.0
Punjab Kings,Sunrisers Hyderabad,13,1,12,7.7
Qatar,Bahrain,4,2,2,50.0
Qatar,Cambodia,1,1,0,100.0
Qatar,Hong Kong,2,1,1,50.0
Qatar,Kuwait,7,2,5,28.6
Qatar,Malaysia,2,1,1,50.0
Qatar,Maldives,1,1,0,100.0
Qatar,Nepal,2,1,1,50.0
Qatar,Saudi Arabia,8,4,4,50.0
Qatar,Singapore,1,0,1,0.0
Qatar,Uganda,2,2,0,100.0
Qatar,United Arab Emirates,2,0,2,0.0
Quetta Gladiators,Islamabad United,10,5,5,50.0
Quetta Gladiators,Karachi Kings,11,8,3,72.7
Quetta Gladiators,Lahore Qalandars,5,2,3,40.0
Quetta Gladiators,Multan Sultans,7,2,5,28.6
Quetta Gladiators,Peshawar Zalmi,7,3,4,42.9
Quetta Region,Karachi Region Blues,1,0,1,0.0
Ragama Cricket Club,Badureliya Sports Club,1,0,1,0.0
Ragama Cricket Club,Burgher Recreation Club,2,2,0,100.0
Ragama Cricket Club,Chilaw Marians Cricket Club,2,0,2,0.0
Ragama Cricket Club,Colombo Cricket Club,3,1,2,33.3
Ragama Cricket Club,Colts Cricket Club,1,0,1,0.0
Ragama Cricket Club,Galle Cricket Club,1,1,0,100.0
Ragama Cricket Club,Kalutara Town Club,1,1,0,100.0
Ragama Cricket Club,Nondescripts Cricket Club,2,1,1,50.0
Ragama Cricket Club,Nugegoda Sports Welfare Club,1,0,1,0.0
Ragama Cricket Club,Panadura Sports Club,1,0,1,0.0
Ragama Cricket Club,Police Sports Club,1,1,0,100.0
Ragama Cricket Club,Saracens Sports Club,2,0,2,0.0
Ragama Cricket Club,Sinhalese Sports Club,2,0,2,0.0
Ragama Cricket Club,Sri Lanka Army,3,2,1,66.7
Ragama Cricket Club,Tamil Union Cricket and Athletic Club,2,1,1,50.0
Railways,Gujarat,1,0,1,0.0
Railways,Maharashtra,1,0,1,0.0
Railways,Rajasthan,1,0,1,0.0
Railways,Vidarbha,1,0,1,0.0
Rajasthan,Haryana,1,0,1,0.0
Rajasthan,Hyderabad (India),1,0,1,0.0
Rajasthan,Mumbai,1,0,1,0.0
Rajasthan,Tamil Nadu,1,0,1,0.0
Rajasthan,Uttarakhand,1,0,1,0.0
Rajasthan Royals,Chennai Super Kings,7,5,2,71.4
Rajasthan Royals,Delhi Capitals,6,3,3,50.0
Rajasthan Royals,Gujarat Titans,4,0,4,0.0
Rajasthan Royals,Kolkata Knight Riders,11,4,7,36.4
Rajasthan Royals,Lucknow Super Giants,2,2,0,100.0
Rajasthan Royals,Mumbai Indians,7,3,4,42.9
Rajasthan Royals,Punjab Kings,8,5,3,62.5
Rajasthan Royals,Royal Challengers Bangalore,6,1,5,16.7
Rajasthan Royals,Royal Challengers Bengaluru,1,0,1,0.0
Rajasthan Royals,Sunrisers Hyderabad,5,3,2,60.0
Rajshahi Division,Dhaka Metropolis,1,0,1,0.0
Rajshahi Division,Sylhet Division,1,0,1,0.0
Rajshahi Royals,Barisal Bulls,1,0,1,0.0
Rajshahi Royals,Chattogram Challengers,3,2,1,66.7
Rajshahi Royals,Comilla Victorians,2,0,2,0.0
Rajshahi Royals,Khulna Tigers,4,0,4,0.0
Rajshahi Royals,Minister Group Dhaka,5,0,5,0.0
Rajshahi Royals,Rangpur Rangers,4,0,4,0.0
Rajshahi Royals,Sylhet Sunrisers,1,0,1,0.0
Rangpur Division,Rajshahi Division,1,0,1,0.0
Rangpur Rangers,Barisal Bulls,3,0,3,0.0
Rangpur Rangers,Chattogram Challengers,4,0,4,0.0
Rangpur Rangers,Comilla Victorians,5,0,5,0.0
Rangpur Rangers,Khulna Tigers,4,0,4,0.0
Rangpur Rangers,Minister Group Dhaka,6,0,6,0.0
Rangpur Rangers,Rajshahi Royals,4,1,3,25.0
Rangpur Rangers,Sylhet Sunrisers,2,0,2,0.0
Rangpur Rangers,Sylhet Super Stars,1,0,1,0.0
Rangpur Riders,Central Districts,1,0,1,0.0
Rangpur Riders,Chattogram Challengers,3,3,0,100.0
Rangpur Riders,Chittagong Kings,2,1,1,50.0
Rangpur Riders,Comilla Victorians,4,2,2,50.0
Rangpur Riders,Dhaka Capital,1,1,0,100.0
Rangpur Riders,Dubai Capitals,1,1,0,100.0
Rangpur Riders,Durdanto Dhaka,2,2,0,100.0
Rangpur Riders,Fortune Barishal,3,0,3,0.0
Rangpur Riders,Guyana Amazon Warriors,1,1,0,100.0
Rangpur Riders,Hobart Hurricanes,1,1,0,100.0
Rangpur Riders,Khulna Tigers,4,2,2,50.0
Rangpur Riders,Lahore Qalandars,1,1,0,100.0
Rangpur Riders,Sylhet Strikers,2,2,0,100.0
Rangpur Riders,Victoria,1,1,0,100.0
Rawalpindi,Islamabad,1,1,0,100.0
Rawalpindi,Karachi Blues,1,1,0,100.0
Rawalpindi,Peshawar,1,0,1,0.0
Rising Pune Supergiant,Delhi Capitals,2,0,2,0.0
Rising Pune Supergiant,Gujarat Lions,3,1,2,33.3
Rising Pune Supergiant,Kolkata Knight Riders,2,0,2,0.0
Rising Pune Supergiant,Mumbai Indians,3,2,1,66.7
Rising Pune Supergiant,Punjab Kings,2,0,2,0.0
Rising Pune Supergiant,Royal Challengers Bangalore,1,0,1,0.0
Romania,Austria,3,0,3,0.0
Romania,Bulgaria,8,7,1,87.5
Romania,Czech Republic,5,4,1,80.0
Romania,Gibraltar,2,1,1,50.0
Romania,Greece,1,1,0,100.0
Romania,Hungary,2,1,1,50.0
Romania,Isle of Man,1,0,1,0.0
Romania,Israel,1,1,0,100.0
Romania,Luxembourg,3,2,1,66.7
Romania,Malta,6,3,3,50.0
Romania,Sweden,1,0,1,0.0
Romania,Switzerland,1,0,1,0.0
Royal Challengers Bangalore,Chennai Super Kings,7,2,5,28.6
Royal Challengers Bangalore,Delhi Capitals,6,5,1,83.3
Royal Challengers Bangalore,Gujarat Lions,2,1,1,50.0
Royal Challengers Bangalore,Gujarat Titans,2,0,2,0.0
Royal Challengers Bangalore,Kolkata Knight Riders,14,8,6,57.1
Royal Challengers Bangalore,Lucknow Super Giants,4,3,1,75.0
Royal Challengers Bangalore,Mumbai Indians,10,1,9,10.0
Royal Challengers Bangalore,Punjab Kings,11,6,5,54.5
Royal Challengers Bangalore,Rajasthan Royals,10,5,5,50.0
Royal Challengers Bangalore,Rising Pune Supergiant,3,1,2,33.3
Royal Challengers Bangalore,Sunrisers Hyderabad,7,2,5,28.6
Royal Challengers Bengaluru,Chennai Super Kings,4,3,1,75.0
Royal Challengers Bengaluru,Delhi Capitals,2,1,1,50.0
Royal Challengers Bengaluru,Gujarat Titans,1,0,1,0.0
Royal Challengers Bengaluru,Kolkata Knight Riders,1,0,1,0.0
Royal Challengers Bengaluru,Mumbai Indians,2,1,1,50.0
Royal Challengers Bengaluru,Punjab Kings,3,2,1,66.7
Royal Challengers Bengaluru,Rajasthan Royals,3,1,2,33.3
Royal Challengers Bengaluru,Sunrisers Hyderabad,1,1,0,100.0
Rwanda,Bahrain,2,0,2,0.0
Rwanda,Botswana,3,2,1,66.7
Rwanda,Ghana,7,3,4,42.9
Rwanda,Kenya,6,0,6,0.0
Rwanda,Malawi,5,1,4,20.0
Rwanda,Mozambique,1,0,1,0.0
Rwanda,Nigeria,4,1,3,25.0
Rwanda,Seychelles,2,2,0,100.0
Rwanda,Sierra Leone,3,3,0,100.0
Rwanda,St Helena,1,1,0,100.0
Rwanda,Tanzania,5,1,4,20.0
Rwanda,Uganda,8,0,8,0.0
SLC Blues,SLC Greens,4,2,2,50.0
SLC Blues,SLC Greys,2,0,2,0.0
SLC Blues,SLC Reds,3,1,2,33.3
SLC Greens,SLC Blues,1,1,0,100.0
SLC Greens,SLC Greys,2,1,1,50.0
SLC Greens,SLC Reds,3,0,3,0.0
SLC Greens,SLC Yellow,2,2,0,100.0
SLC Greys,SLC Blues,3,1,2,33.3
SLC Greys,SLC Greens,4,3,1,75.0
SLC Greys,SLC Reds,3,2,1,66.7
SLC Reds,SLC Blues,1,1,0,100.0
SLC Reds,SLC Greens,2,1,1,50.0
SLC Reds,SLC Yellow,1,1,0,100.0
SLC Yellow,SLC Reds,1,1,0,100.0
Samoa,Cook Islands,4,1,3,25.0
Samoa,Fiji,3,1,2,33.3
Samoa,Hong Kong,1,0,1,0.0
Samoa,Malaysia,2,0,2,0.0
Samoa,Oman,1,0,1,0.0
Samoa,Qatar,1,0,1,0.0
Samoa,Singapore,1,0,1,0.0
Samoa,Vanuatu,4,2,2,50.0
San Francisco Unicorns,Los Angeles Knight Riders,1,1,0,100.0
San Francisco Unicorns,MI New York,3,2,1,66.7
San Francisco Unicorns,Seattle Orcas,3,2,1,66.7
San Francisco Unicorns,Texas Super Kings,3,2,1,66.7
San Francisco Unicorns,Washington Freedom,2,1,1,50.0
Saracens Sports Club,Ace Capital Cricket Club,1,0,1,0.0
Saracens Sports Club,Badureliya Sports Club,1,0,1,0.0
Saracens Sports Club,Bloomfield Cricket and Athletic Club,1,1,0,100.0
Saracens Sports Club,Colombo Cricket Club,3,1,2,33.3
Saracens Sports Club,Panadura Sports Club,1,1,0,100.0
Saracens Sports Club,Ragama Cricket Club,1,0,1,0.0
Saracens Sports Club,Sinhalese Sports Club,4,2,2,50.0
Saracens Sports Club,Sri Lanka Army,4,1,3,25.0
Saracens Sports Club,Sri Lanka Navy Sports Club,1,0,1,0.0
Saracens Sports Club,Tamil Union Cricket and Athletic Club,1,1,0,100.0
Saudi Arabia,Bahrain,3,1,2,33.3
Saudi Arabia,Bhutan,2,2,0,100.0
Saudi Arabia,Cambodia,1,1,0,100.0
Saudi Arabia,Hong Kong,1,1,0,100.0
Saudi Arabia,Indonesia,1,1,0,100.0
Saudi Arabia,Kuwait,4,1,3,25.0
Saudi Arabia,Malaysia,1,0,1,0.0
Saudi Arabia,Maldives,2,2,0,100.0
Saudi Arabia,Nepal,1,0,1,0.0
Saudi Arabia,Oman,2,0,2,0.0
Saudi Arabia,Qatar,4,0,4,0.0
Saudi Arabia,Singapore,1,1,0,100.0
Saudi Arabia,Thailand,2,2,0,100.0
Saudi Arabia,United Arab Emirates,3,1,2,33.3
Saurashtra,Baroda,1,1,0,100.0
Saurashtra,Gujarat,1,0,1,0.0
Saurashtra,Kerala,1,1,0,100.0
Saurashtra,Madhya Pradesh,1,0,1,0.0
Saurashtra,Mumbai,1,0,1,0.0
Saurashtra,Punjab,1,1,0,100.0
Saurashtra,Rajasthan,1,0,1,0.0
Scotland,Afghanistan,1,0,1,0.0
Scotland,Australia,3,0,3,0.0
Scotland,Austria,1,1,0,100.0
Scotland,Bermuda,1,1,0,100.0
Scotland,Denmark,1,1,0,100.0
Scotland,England,1,0,1,0.0
Scotland,Germany,1,1,0,100.0
Scotland,India,1,0,1,0.0
Scotland,Ireland,6,1,5,16.7
Scotland,Italy,1,1,0,100.0
Scotland,Jersey,2,1,1,50.0
Scotland,Kenya,1,1,0,100.0
Scotland,Nepal,2,1,1,50.0
Scotland,Netherlands,9,8,1,88.9
Scotland,New Zealand,3,0,3,0.0
Scotland,Pakistan,3,0,3,0.0
Scotland,United Arab Emirates,3,2,1,66.7
Scotland,West Indies,1,1,0,100.0
Scotland,Zimbabwe,4,1,3,25.0
Seattle Orcas,Los Angeles Knight Riders,2,0,2,0.0
Seattle Orcas,MI New York,2,0,2,0.0
Seattle Orcas,San Francisco Unicorns,1,0,1,0.0
Seattle Orcas,Washington Freedom,3,0,3,0.0
Sebastianites Cricket and Athletic Club,Bloomfield Cricket and Athletic Club,1,0,1,0.0
Sebastianites Cricket and Athletic Club,Colts Cricket Club,1,1,0,100.0
Sebastianites Cricket and Athletic Club,Panadura Sports Club,1,0,1,0.0
Sebastianites Cricket and Athletic Club,Police Sports Club,1,1,0,100.0
Sebastianites Cricket and Athletic Club,Ragama Cricket Club,2,1,1,50.0
Sebastianites Cricket and Athletic Club,Saracens Sports Club,1,0,1,0.0
Sebastianites Cricket and Athletic Club,Sri Lanka Army,1,0,1,0.0
Sebastianites Cricket and Athletic Club,Sri Lanka Navy Sports Club,1,0,1,0.0
Sebastianites Cricket and Athletic Club,Tamil Union Cricket and Athletic Club,2,0,2,0.0
Serbia,Bulgaria,9,2,7,22.2
Serbia,Croatia,2,1,1,50.0
Serbia,Cyprus,1,1,0,100.0
Serbia,Gibraltar,3,0,3,0.0
Serbia,Greece,2,0,2,0.0
Serbia,Isle of Man,1,0,1,0.0
Serbia,Romania,3,0,3,0.0
Serbia,Slovenia,2,2,0,100.0
Serbia,Turkey,2,2,0,100.0
Services,Madhya Pradesh,1,0,1,0.0
Services,Saurashtra,1,0,1,0.0
Services,Vidarbha,1,1,0,100.0
Seychelles,Ghana,1,0,1,0.0
Seychelles,Kenya,2,0,2,0.0
Seychelles,Lesotho,1,0,1,0.0
Seychelles,Malawi,1,0,1,0.0
Seychelles,Mali,1,0,1,0.0
Seychelles,Rwanda,1,0,1,0.0
Seychelles,Uganda,1,0,1,0.0
Sharjah Warriors,Abu Dhabi Knight Riders,1,0,1,0.0
Sharjah Warriors,Desert Vipers,2,1,1,50.0
Sharjah Warriors,MI Emirates,1,0,1,0.0
Sharjah Warriorz,Desert Vipers,3,0,3,0.0
Sharjah Warriorz,Gulf Giants,3,0,3,0.0
Sharjah Warriorz,MI Emirates,2,1,1,50.0
Sheikh Jamal Dhanmondi Club,Mohammedan Sporting Club,1,1,0,100.0
Sheikh Jamal Dhanmondi Club,Prime Bank Cricket Club,2,1,1,50.0
Sheikh Jamal Dhanmondi Club,Prime Doleshwar Sporting Club,2,1,1,50.0
Shinepukur Cricket Club,Abahani Limited,1,0,1,0.0
Shinepukur Cricket Club,Brothers Union,1,0,1,0.0
Shinepukur Cricket Club,Gazi Group Cricketers,1,1,0,100.0
Shinepukur Cricket Club,Khelaghar Samaj Kallyan Samity,1,1,0,100.0
Shinepukur Cricket Club,Legends of Rupganj,2,1,1,50.0
Shinepukur Cricket Club,Mohammedan Sporting Club,2,1,1,50.0
Shinepukur Cricket Club,Partex Sporting Club,1,0,1,0.0
Shinepukur Cricket Club,Prime Bank Cricket Club,1,0,1,0.0
Shinepukur Cricket Club,Prime Doleshwar Sporting Club,1,0,1,0.0
Shinepukur Cricket Club,Sheikh Jamal Dhanmondi Club,2,1,1,50.0
Sialkot Region,Rawalpindi Region,1,1,0,100.0
Sialkot Stallions,Abbottabad Falcons,1,1,0,100.0
Sialkot Stallions,Karachi Whites,1,1,0,100.0
Sialkot Stallions,Rawalpindi,1,0,1,0.0
Sierra Leone,Botswana,2,0,2,0.0
Sierra Leone,Cameroon,1,1,0,100.0
Sierra Leone,Eswatini,2,2,0,100.0
Sierra Leone,Ghana,2,0,2,0.0
Sierra Leone,Ivory Coast,1,1,0,100.0
Sierra Leone,Mozambique,2,1,1,50.0
Sierra Leone,Nigeria,9,1,8,11.1
Sierra Leone,Rwanda,3,1,2,33.3
Sierra Leone,Tanzania,2,0,2,0.0
Sierra Leone,Zambia,1,0,1,0.0
Sindh,Central Punjab (Pakistan),5,2,3,40.0
Sindh,Khyber Pakhtunkhwa,4,1,3,25.0
Sindh,Northern (Pakistan),4,3,1,75.0
Sindh,Southern Punjab (Pakistan),1,0,1,0.0
Singapore,Bahrain,4,0,4,0.0
Singapore,Bermuda,1,1,0,100.0
Singapore,Cambodia,1,0,1,0.0
Singapore,Hong Kong,3,1,2,33.3
Singapore,Japan,1,1,0,100.0
Singapore,Kenya,1,0,1,0.0
Singapore,Kuwait,1,0,1,0.0
Singapore,Malaysia,3,0,3,0.0
Singapore,Maldives,2,2,0,100.0
Singapore,Namibia,1,0,1,0.0
Singapore,Nepal,3,1,2,33.3
Singapore,Netherlands,1,0,1,0.0
Singapore,Qatar,3,0,3,0.0
Singapore,Samoa,1,1,0,100.0
Singapore,Saudi Arabia,1,0,1,0.0
Singapore,Scotland,1,1,0,100.0
Singapore,Thailand,4,3,1,75.0
Singapore,United States of America,1,0,1,0.0
Singapore,Zimbabwe,3,1,2,33.3
Sinhalese Sports Club,Badureliya Sports Club,3,2,1,66.7
Sinhalese Sports Club,Chilaw Marians Cricket Club,1,0,1,0.0
Sinhalese Sports Club,Colombo Cricket Club,3,3,0,100.0
Sinhalese Sports Club,Colts Cricket Club,1,1,0,100.0
Sinhalese Sports Club,Nondescripts Cricket Club,1,1,0,100.0
Sinhalese Sports Club,Saracens Sports Club,1,1,0,100.0
Sinhalese Sports Club,Sri Lanka Air Force Sports Club,1,1,0,100.0
Sinhalese Sports Club,Sri Lanka Army,3,2,1,66.7
Slovenia,Austria,2,0,2,0.0
Slovenia,Bulgaria,1,0,1,0.0
Slovenia,Guernsey,1,0,1,0.0
Slovenia,Hungary,1,0,1,0.0
Slovenia,Luxembourg,1,0,1,0.0
Slovenia,Serbia,1,0,1,0.0
Somerset,Essex,10,7,3,70.0
Somerset,Glamorgan,4,4,0,100.0
Somerset,Gloucestershire,10,3,7,30.0
Somerset,Hampshire,3,2,1,66.7
Somerset,Kent,4,3,1,75.0
Somerset,Lancashire,1,1,0,100.0
Somerset,Middlesex,1,1,0,100.0
Somerset,Northamptonshire,1,1,0,100.0
Somerset,Nottinghamshire,2,1,1,50.0
Somerset,Sri Lanka Cricket Development XI,1,1,0,100.0
Somerset,Surrey,2,2,0,100.0
Somerset,Sussex,1,0,1,0.0
South Africa,Australia,12,4,8,33.3
South Africa,Bangladesh,4,4,0,100.0
South Africa,England,17,8,9,47.1
South Africa,Ghana,1,1,0,100.0
South Africa,India,10,5,5,50.0
South Africa,Namibia,1,0,1,0.0
South Africa,Nepal,1,1,0,100.0
South Africa,New Zealand,4,2,2,50.0
South Africa,Pakistan,14,6,8,42.9
South Africa,Sri Lanka,8,4,4,50.0
South Africa,United States of America,1,1,0,100.0
South Africa,West Indies,14,5,9,35.7
South Africa A,England,1,0,1,0.0
South Africa A,Zimbabwe XI,5,4,1,80.0
South Africa Under-19s,Dolphins,1,0,1,0.0
South Africa Under-19s,Easterns,1,0,1,0.0
South Africa Under-19s,North West,1,0,1,0.0
South Korea,Indonesia,4,0,4,0.0
South Korea,Japan,2,0,2,0.0
South Korea,Philippines,2,1,1,50.0
South Western Districts,Boland,1,1,0,100.0
South Western Districts,Eastern Province,2,0,2,0.0
South Western Districts,Gauteng,1,0,1,0.0
South Western Districts,KwaZulu-Natal Inland,1,0,1,0.0
